Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_hours,Duration_minutes,Duration_total_mins
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,00:30:00,03:25,2h 55m,0,no info,3943,2,55,175
SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05:00,11:20,5h 15m,1,no info,5583,5,15,315
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,07:05:00,16:10,9h 5m,1,no info,9646,9,5,545
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,08:30:00,19:15,10h 45m,1,no info,7677,10,45,645
IndiGo,2019-06-01,Delhi,Cochin,DEL → BLR → COK,05:10:00,10:05,4h 55m,1,no info,6842,4,55,295
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,08:45:00,10:15,1h 30m,0,in-flight meal not included,4995,1,30,90
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,18:50,11h 40m,1,no info,9555,11,40,700
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,01:30:00,04:15,2h 45m,0,no info,4077,2,45,165
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,15:15:00,18:10,2h 55m,0,no info,7229,2,55,175
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00:00,19:00,10h,1,no info,12192,10,0,600
Air India,2019-04-12,Banglore,Delhi,BLR → DEL,10:00:00,12:45,2h 45m,0,no info,5911,2,45,165
Air India,2019-06-12,Delhi,Cochin,DEL → BOM → COK,09:00:00,19:15,10h 15m,1,no info,8372,10,15,615
Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,07:10:00,08:35,1h 25m,0,in-flight meal not included,4995,1,25,85
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,10:00:00,19:15,9h 15m,1,no info,14323,9,15,555
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,04:25,22h 55m,2,no info,13014,22,55,1375
Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,14:25:00,19:15,28h 50m,2,no info,13591,28,50,1730
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25:00,18:50,37h 25m,2,no info,18799,37,25,2245
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,23:30:00,02:20,2h 50m,0,no info,3943,2,50,170
SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,05:45:00,07:15,1h 30m,0,no check-in baggage included,1965,1,30,90
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,0,in-flight meal not included,4995,1,30,90
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:50:00,18:30,25h 40m,1,no info,14641,25,40,1540
Air India,2019-04-12,Kolkata,Banglore,CCU → BLR,20:45:00,23:20,2h 35m,0,no info,4460,2,35,155
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13:00:00,19:15,6h 15m,1,no info,10191,6,15,375
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,02:15:00,19:45,17h 30m,1,in-flight meal not included,13843,17,30,1050
IndiGo,2019-05-01,Delhi,Cochin,DEL → LKO → COK,21:50:00,03:35,5h 45m,1,no info,6349,5,45,345
Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,10:20:00,12:55,2h 35m,0,no info,4409,2,35,155
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,18:15:00,19:45,25h 30m,1,no info,17024,25,30,1530
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05:00,21:00,13h 55m,1,no info,13727,13,55,835
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,18:25:00,21:20,2h 55m,0,no info,8855,2,55,175
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,08:45:00,19:00,10h 15m,1,no info,12524,10,15,615
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40:00,20:20,8h 40m,1,no info,13555,8,40,520
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,12:00,5h 30m,1,in-flight meal not included,10844,5,30,330
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00:00,21:00,12h,1,no info,13587,12,0,720
SpiceJet,2019-06-12,Chennai,Kolkata,MAA → CCU,09:45:00,12:00,2h 15m,0,no check-in baggage included,3543,2,15,135
Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,07:05:00,09:20,2h 15m,0,no info,4842,2,15,135
IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,23:30:00,02:20,2h 50m,0,no info,3943,2,50,170
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:15:00,04:25,9h 10m,1,in-flight meal not included,10577,9,10,550
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35:00,21:00,10h 25m,1,no info,6979,10,25,625
Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,17:45:00,20:05,2h 20m,0,no info,11982,2,20,140
SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1,no info,5264,4,30,270
Vistara,2019-03-03,Delhi,Cochin,DEL → COK,06:00:00,09:10,3h 10m,0,no info,8001,3,10,190
Air India,2019-06-01,Delhi,Cochin,DEL → AMD → BOM → COK,19:45:00,19:15,23h 30m,2,no info,10651,23,30,1410
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30:00,19:50,27h 20m,1,in-flight meal not included,10844,27,20,1640
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,09:45:00,22:20,12h 35m,1,no info,6601,12,35,755
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:00:00,19:15,24h 15m,1,no info,6587,24,15,1455
SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,13:10:00,14:30,1h 20m,0,no info,3173,1,20,80
Air India,2019-05-09,Banglore,Delhi,BLR → DEL,10:00:00,12:45,2h 45m,0,no info,5228,2,45,165
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,07:10:00,10:10,3h,0,in-flight meal not included,5769,3,0,180
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,08:00:00,19:00,11h,1,no info,14714,11,0,660
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,19:00,13h 30m,2,no info,13014,13,30,810
IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,22:10:00,01:00,2h 50m,0,no info,3359,2,50,170
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55:00,23:50,2h 55m,0,no info,6722,2,55,175
IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,09:35:00,12:20,2h 45m,0,no info,4462,2,45,165
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,04:55:00,16:10,11h 15m,1,no info,6171,11,15,675
Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,20:25,14h 35m,2,no info,12303,14,35,875
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:40:00,01:35,13h 55m,1,no info,7695,13,55,835
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25:00,01:30,14h 5m,1,no info,5684,14,5,845
Air India,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:50:00,07:55,15h 5m,1,no info,8366,15,5,905
Air India,2019-03-01,Chennai,Kolkata,MAA → CCU,11:40:00,13:55,2h 15m,0,no info,19630,2,15,135
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05:00,05:05,15h,1,in-flight meal not included,13502,15,0,900
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,21:10:00,10:05,12h 55m,1,no info,14781,12,55,775
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:10:00,16:10,9h,1,no info,6513,9,0,540
Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:00:00,19:15,12h 15m,1,no info,9929,12,15,735
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,17:50:00,01:30,7h 40m,2,no info,18275,7,40,460
Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,06:05:00,09:25,27h 20m,1,no info,4487,27,20,1640
IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,21:20:00,22:45,1h 25m,0,no info,2754,1,25,85
Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,06:20:00,07:40,1h 20m,0,no info,2575,1,20,80
SpiceJet,2019-06-12,Kolkata,Banglore,CCU → IXB → BLR,15:55:00,21:25,5h 30m,1,no info,8224,5,30,330
Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,20:30:00,08:15,11h 45m,1,no info,8991,11,45,705
IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,05:35:00,08:50,3h 15m,0,no info,5000,3,15,195
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,19:50,24h 55m,1,in-flight meal not included,8529,24,55,1495
Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:05:00,09:25,27h 20m,1,no info,14042,27,20,1640
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,11:10:00,14:05,2h 55m,0,in-flight meal not included,4030,2,55,175
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,12:00,17h 5m,1,in-flight meal not included,10844,17,5,1025
IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4804,2,40,160
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30:00,01:30,8h,1,in-flight meal not included,7308,8,0,480
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,16:55:00,19:55,3h,0,no info,4823,3,0,180
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00:00,12:35,27h 35m,1,in-flight meal not included,10262,27,35,1655
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55:00,04:25,7h 30m,1,in-flight meal not included,12898,7,30,450
Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25:00,16:20,22h 55m,2,no info,12778,22,55,1375
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,04:45:00,13:20,8h 35m,1,no info,14871,8,35,515
Air India,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,13:20:00,19:15,29h 55m,2,no info,8708,29,55,1795
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,18:15,22h 15m,1,in-flight meal not included,10844,22,15,1335
SpiceJet,2019-03-06,Mumbai,Hyderabad,BOM → HYD,05:45:00,07:05,1h 20m,0,no info,4129,1,20,80
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4804,2,40,160
Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,08:20:00,11:20,3h,0,no info,7229,3,0,180
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,07:00:00,19:10,12h 10m,1,in-flight meal not included,7832,12,10,730
SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,09:30:00,12:05,2h 35m,0,no info,3859,2,35,155
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:30:00,19:15,11h 45m,1,no info,9001,11,45,705
Vistara,2019-05-09,Banglore,Delhi,BLR → DEL,17:00:00,19:35,2h 35m,0,no info,4878,2,35,155
IndiGo,2019-05-03,Mumbai,Hyderabad,BOM → HYD,02:35:00,04:05,1h 30m,0,no info,2754,1,30,90
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,07:00:00,09:40,2h 40m,0,no info,4668,2,40,160
Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,10:20:00,12:55,2h 35m,0,no info,5216,2,35,155
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,04:25,22h 55m,2,in-flight meal not included,10368,22,55,1375
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,06:40:00,21:20,14h 40m,2,no info,8146,14,40,880
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,13:00:00,04:25,15h 25m,1,no info,12242,15,25,925
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:00:00,15:15,7h 15m,1,in-flight meal not included,9134,7,15,435
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,13:15:00,09:25,20h 10m,2,no info,10939,20,10,1210
Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,10:55:00,07:40,20h 45m,2,no info,11753,20,45,1245
SpiceJet,2019-04-24,Kolkata,Banglore,CCU → BLR,17:10:00,19:40,2h 30m,0,no info,4174,2,30,150
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,19:50,23h 50m,1,in-flight meal not included,10844,23,50,1430
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,16:00:00,19:00,27h,1,no info,14714,27,0,1620
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,12:00,5h 30m,1,in-flight meal not included,9899,5,30,330
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,09:10:00,21:00,11h 50m,1,no info,14871,11,50,710
IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,13:20:00,15:35,2h 15m,0,no info,7295,2,15,135
Air India,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,18:45:00,19:15,24h 30m,2,no info,13465,24,30,1470
SpiceJet,2019-05-21,Chennai,Kolkata,MAA → CCU,17:45:00,20:05,2h 20m,0,no check-in baggage included,3543,2,20,140
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,19:00:00,01:30,6h 30m,1,no info,7198,6,30,390
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,08:00:00,04:25,20h 25m,1,in-flight meal not included,10262,20,25,1225
IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,15:20:00,17:55,2h 35m,0,no info,4148,2,35,155
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,15:15:00,18:10,2h 55m,0,no info,8016,2,55,175
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,22:50:00,04:25,5h 35m,1,in-flight meal not included,10262,5,35,335
SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,14:55:00,17:25,2h 30m,0,no check-in baggage included,3841,2,30,150
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MAA → DEL,09:45:00,00:30,14h 45m,1,no info,11507,14,45,885
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1,no info,14781,12,20,740
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30:00,19:00,25h 30m,1,no info,16079,25,30,1530
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,22:50:00,04:25,5h 35m,1,in-flight meal not included,12898,5,35,335
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:30:00,19:15,11h 45m,1,no info,15353,11,45,705
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,18:25:00,21:20,2h 55m,0,no info,7303,2,55,175
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,15:05:00,20:45,5h 40m,1,no info,6197,5,40,340
Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,09:10:00,13:15,4h 5m,1,no info,8996,4,5,245
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,14:20:00,22:20,8h,1,no info,6528,8,0,480
GoAir,2019-04-09,Banglore,Delhi,BLR → DEL,20:55:00,23:40,2h 45m,0,no info,4239,2,45,165
IndiGo,2019-03-12,Kolkata,Banglore,CCU → BLR,20:25:00,23:05,2h 40m,0,no info,4148,2,40,160
SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,21:10:00,00:05,2h 55m,0,no info,3971,2,55,175
Air Asia,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,07:35:00,23:30,15h 55m,1,no info,5192,15,55,955
Jet Airways,2019-04-09,Delhi,Cochin,DEL → AMD → BOM → COK,13:25:00,12:35,23h 10m,2,no info,9483,23,10,1390
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JDH → BOM → COK,11:40:00,19:00,7h 20m,2,no info,18804,7,20,440
Air India,2019-06-18,Delhi,Cochin,DEL → COK,05:10:00,08:00,2h 50m,0,no info,5201,2,50,170
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:30:00,19:00,7h 30m,1,no info,16079,7,30,450
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,in-flight meal not included,7229,3,0,180
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:45:00,01:30,7h 45m,1,no info,6795,7,45,465
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,10:55,25h 20m,1,no info,10953,25,20,1520
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,15:05:00,01:30,10h 25m,2,no info,15965,10,25,625
Air India,2019-04-09,Delhi,Cochin,DEL → JDH → BOM → COK,12:55:00,19:15,30h 20m,2,no info,9968,30,20,1820
IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,22:15:00,00:50,2h 35m,0,no info,4804,2,35,155
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:00:00,19:00,9h,1,no info,16079,9,0,540
Jet Airways,2019-06-12,Delhi,Cochin,DEL → IDR → BOM → COK,21:25:00,12:35,15h 10m,2,in-flight meal not included,11507,15,10,910
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25:00,13:45,28h 20m,2,no info,11542,28,20,1700
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,17:45:00,20:45,3h,0,no info,7229,3,0,180
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,06:00:00,08:45,2h 45m,0,in-flight meal not included,4544,2,45,165
IndiGo,2019-05-15,Delhi,Cochin,DEL → BLR → COK,05:10:00,10:05,4h 55m,1,no info,6496,4,55,295
IndiGo,2019-06-15,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4804,2,40,160
Air India,2019-03-01,Banglore,New Delhi,BLR → CCU → DEL,11:05:00,09:15,22h 10m,1,no info,13439,22,10,1330
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,18:15:00,04:25,10h 10m,1,in-flight meal not included,6540,10,10,610
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,23:30:00,02:20,2h 50m,0,no info,4591,2,50,170
IndiGo,2019-03-18,Banglore,New Delhi,BLR → HYD → DEL,16:15:00,20:35,4h 20m,1,no info,4437,4,20,260
Air Asia,2019-03-21,Delhi,Cochin,DEL → BLR → COK,20:10:00,07:10,11h,1,no info,6151,11,0,660
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,17:45:00,20:45,3h,0,in-flight meal not included,7754,3,0,180
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,14:00:00,12:35,22h 35m,1,in-flight meal not included,10262,22,35,1355
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,18:55:00,22:00,3h 5m,0,no info,8016,3,5,185
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,06:55:00,09:35,2h 40m,0,no check-in baggage included,4781,2,40,160
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,11:30:00,14:20,2h 50m,0,no info,4668,2,50,170
Air India,2019-03-06,Banglore,New Delhi,BLR → MAA → DEL,11:50:00,08:55,21h 5m,1,no info,14594,21,5,1265
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55:00,04:45,11h 50m,1,no info,14231,11,50,710
Air India,2019-05-15,Delhi,Cochin,DEL → TRV → COK,05:15:00,06:50,25h 35m,1,no info,8425,25,35,1535
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:05:00,22:30,15h 25m,1,no info,9646,15,25,925
IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,14:40:00,17:05,2h 25m,0,no info,7295,2,25,145
Air Asia,2019-04-09,Kolkata,Banglore,CCU → BBI → BLR,06:50:00,10:30,3h 40m,1,no info,5162,3,40,220
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,18:25:00,21:20,2h 55m,0,no info,6860,2,55,175
Vistara,2019-04-15,Delhi,Cochin,DEL → COK,06:00:00,09:10,3h 10m,0,no info,6216,3,10,190
Air Asia,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,07:35:00,19:25,11h 50m,1,no info,5192,11,50,710
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,20:00:00,22:50,2h 50m,0,no info,4823,2,50,170
SpiceJet,2019-04-03,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no check-in baggage included,3919,2,50,170
IndiGo,2019-06-03,Mumbai,Hyderabad,BOM → HYD,19:05:00,20:35,1h 30m,0,no info,2754,1,30,90
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,07:30:00,19:00,11h 30m,1,no info,9315,11,30,690
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,10:00:00,18:50,8h 50m,1,no info,11667,8,50,530
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,04:40,20h 15m,1,in-flight meal not included,6224,20,15,1215
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25:00,05:35,20h 10m,2,no info,13349,20,10,1210
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,16:55:00,09:00,16h 5m,1,in-flight meal not included,11087,16,5,965
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,13:00:00,01:35,12h 35m,1,no info,15603,12,35,755
Jet Airways,2019-05-09,Delhi,Cochin,DEL → JAI → BOM → COK,19:30:00,12:35,17h 5m,2,no info,15129,17,5,1025
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,16:55:00,19:55,3h,0,no info,4823,3,0,180
Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,22:40,15h 30m,1,no info,8452,15,30,930
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:30:00,19:00,11h 30m,1,no info,12524,11,30,690
SpiceJet,2019-03-27,Chennai,Kolkata,MAA → CCU,17:45:00,20:05,2h 20m,0,no info,3384,2,20,140
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,19:15:00,19:00,23h 45m,1,in-flight meal not included,10262,23,45,1425
SpiceJet,2019-06-18,Mumbai,Hyderabad,BOM → HYD,13:15:00,14:45,1h 30m,0,no check-in baggage included,1965,1,30,90
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,22:15:00,00:50,2h 35m,0,no info,4804,2,35,155
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,18:15:00,19:00,24h 45m,1,no info,16079,24,45,1485
Jet Airways,2019-06-01,Delhi,Cochin,DEL → IDR → BOM → COK,21:25:00,19:00,21h 35m,2,no info,13292,21,35,1295
Air Asia,2019-05-09,Delhi,Cochin,DEL → BLR → COK,07:55:00,13:25,5h 30m,1,no info,6751,5,30,330
Air India,2019-05-15,Delhi,Cochin,DEL → BOM → COK,07:00:00,19:15,12h 15m,1,no info,8669,12,15,735
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,17:30:00,01:35,8h 5m,1,no info,14871,8,5,485
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,14:00:00,19:00,5h,1,in-flight meal not included,12898,5,0,300
SpiceJet,2019-06-06,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no check-in baggage included,3919,2,50,170
Multiple carriers,2019-03-01,Delhi,Cochin,DEL → BOM → COK,12:50:00,19:15,6h 25m,1,no info,36983,6,25,385
IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,19:35:00,21:55,2h 20m,0,no info,3597,2,20,140
Air India,2019-03-09,Banglore,New Delhi,BLR → DEL,17:00:00,19:45,2h 45m,0,no info,10741,2,45,165
Air India,2019-06-06,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50:00,05:35,12h 45m,2,no info,11432,12,45,765
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,18:55:00,10:45,15h 50m,1,in-flight meal not included,11087,15,50,950
Jet Airways,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,09:35:00,12:35,27h,2,no info,13292,27,0,1620
Air India,2019-06-15,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15:00,07:40,26h 25m,3,no info,10493,26,25,1585
GoAir,2019-03-09,Banglore,New Delhi,BLR → DEL,07:45:00,10:40,2h 55m,0,no info,7631,2,55,175
Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,06:50:00,07:40,24h 50m,2,no info,13381,24,50,1490
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,04:40,8h 40m,1,no info,13731,8,40,520
Air India,2019-05-21,Delhi,Cochin,DEL → BHO → BOM → COK,05:55:00,07:40,25h 45m,2,no info,11911,25,45,1545
IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,23:30:00,02:20,2h 50m,0,no info,4591,2,50,170
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,13:00:00,19:15,6h 15m,1,no info,14848,6,15,375
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,08:45:00,19:15,10h 30m,1,no info,8266,10,30,630
Air India,2019-05-18,Delhi,Cochin,DEL → HYD → BOM → COK,17:15:00,19:15,26h,2,no info,12392,26,0,1560
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,12:00,17h 5m,1,no info,13044,17,5,1025
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:05:00,04:25,21h 20m,1,in-flight meal not included,12898,21,20,1280
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,22:50:00,04:25,5h 35m,1,no info,12242,5,35,335
IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,10:10:00,13:00,2h 50m,0,no info,3943,2,50,170
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,22:10,25h 50m,1,no info,11105,25,50,1550
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,21:10:00,09:20,12h 10m,1,no info,14388,12,10,730
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,19:30:00,12:35,17h 5m,2,no info,13014,17,5,1025
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,10:20:00,18:50,8h 30m,1,no info,15411,8,30,510
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,19:45:00,18:50,23h 5m,1,no info,16289,23,5,1385
IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,06:50:00,16:10,9h 20m,1,no info,6442,9,20,560
